Date,Open,High,Low,Close,Volume,sentiment_negative,sentiment_neutral,sentiment_positive,sentiment_score
2/8/2021,136.0300,136.9600,134.9200,136.9100,71300000.0000,0.0324,0.8843,0.0833,0.4944
2/9/2021,136.6200,137.8800,135.8500,136.0100,76770000.0000,0.0767,0.8687,0.0547,0.3017
2/10/2021,136.4800,136.9900,134.4000,135.3900,73050000.0000,0.0293,0.8741,0.0968,0.8654
2/11/2021,135.9000,136.3900,133.7700,135.1300,64280000.0000,0.0159,0.8797,0.1042,0.9970
2/12/2021,134.3500,135.5300,133.6900,135.3700,60150000.0000,0.0810,0.8090,0.1110,0.9820
2/16/2021,135.4900,136.0100,132.7900,133.1900,80580000.0000,0.0000,0.8395,0.1605,0.7665
2/17/2021,131.2500,132.2200,129.4700,130.8400,98090000.0000,0.0337,0.8617,0.1050,0.8567
2/18/2021,129.2000,130.0000,127.4100,129.7100,96860000.0000,0.0657,0.8695,0.0650,0.1761
2/19/2021,130.2400,130.7100,128.8000,129.8700,87670000.0000,0.0341,0.8982,0.0681,0.0672
2/22/2021,128.0100,129.7200,125.6000,126.0000,103920000.0000,0.0382,0.8780,0.0838,0.4157
2/23/2021,123.7600,126.7100,118.3900,125.8600,158270000.0000,0.1189,0.7911,0.0899,0.2714
2/24/2021,124.9400,125.5600,122.2300,125.3500,111040000.0000,0.0136,0.9470,0.0394,0.4972
2/25/2021,124.6800,126.4600,120.5400,120.9900,148200000.0000,0.0461,0.8361,0.1179,0.7091
2/26/2021,122.5900,124.8500,121.2000,121.2600,164560000.0000,0.0413,0.8432,0.1153,0.5994
3/1/2021,123.7500,127.9300,122.7900,127.7900,116310000.0000,0.0094,0.8109,0.1798,0.7821
3/2/2021,128.4100,128.7200,125.0100,125.1200,102260000.0000,0.0471,0.8619,0.0909,0.8126
3/3/2021,124.8100,125.7100,121.8400,122.0600,112970000.0000,0.0970,0.7614,0.1416,0.1592
3/4/2021,121.7500,123.6000,118.6200,120.1300,178150000.0000,0.0349,0.8522,0.1131,0.8262
3/5/2021,120.9800,121.9400,117.5700,121.4200,153770000.0000,0.0301,0.8579,0.1118,0.7297
3/8/2021,120.9300,121.0000,116.2100,116.3600,154380000.0000,0.0308,0.8748,0.0944,0.4795
3/9/2021,119.0300,122.0600,118.7900,121.0800,129530000.0000,0.0136,0.8744,0.1119,0.6151
3/10/2021,121.6900,122.1700,119.4500,119.9800,111940000.0000,0.0268,0.8678,0.1055,0.6776
3/11/2021,122.5400,123.2100,121.2600,121.9600,103030000.0000,0.0210,0.8795,0.0995,0.7269
3/12/2021,120.4000,121.1700,119.1600,121.0300,88110000.0000,0.0295,0.8696,0.1010,0.7295
3/15/2021,121.4100,124.0000,120.4200,123.9900,92590000.0000,0.0421,0.8716,0.0864,0.6512
3/16/2021,125.7000,127.2200,124.7200,125.5700,115230000.0000,0.0516,0.8699,0.0785,0.4624
3/17/2021,124.0500,125.8600,122.3400,124.7600,111930000.0000,0.0528,0.8651,0.0822,0.2334
3/18/2021,122.8800,123.1800,120.3200,120.5300,121470000.0000,0.0245,0.8764,0.0992,0.7288
3/19/2021,119.9000,121.4300,119.6700,119.9900,185550000.0000,0.0318,0.8861,0.0821,0.5158
3/22/2021,120.3300,123.8700,120.2600,123.3900,111910000.0000,0.0416,0.8681,0.0903,0.5792
3/23/2021,123.3300,124.2400,122.1400,122.5400,95470000.0000,0.0249,0.8898,0.0852,0.6368
3/24/2021,122.8200,122.9000,120.0600,120.0900,88530000.0000,0.0450,0.8705,0.0845,0.4580
3/25/2021,119.5400,121.6600,119.0000,120.5900,98840000.0000,0.0199,0.8799,0.1001,0.7817
3/26/2021,120.3500,121.4800,118.9200,121.2100,94070000.0000,0.0241,0.8885,0.0874,0.7090
3/29/2021,121.6500,122.5800,120.7300,121.3900,80820000.0000,0.0325,0.8776,0.0898,0.4922
3/30/2021,120.1100,120.4000,118.8600,119.9000,85670000.0000,0.0316,0.8884,0.0800,0.4058
3/31/2021,121.6500,123.5200,121.1500,122.1500,118320000.0000,0.0270,0.8897,0.0831,0.5827
4/1/2021,123.6600,124.1800,122.4900,123.0000,75090000.0000,0.0186,0.8885,0.0929,0.7213
4/5/2021,123.8700,126.1600,123.0700,125.9000,88650000.0000,0.0282,0.8352,0.1366,0.7338
4/6/2021,126.5000,127.1300,125.6500,126.2100,80170000.0000,0.0357,0.8398,0.1247,0.5737
4/7/2021,125.8300,127.9200,125.1400,127.9000,83470000.0000,0.0362,0.8746,0.0892,0.5059
4/8/2021,128.9500,130.3900,128.5200,130.3600,88840000.0000,0.0361,0.8912,0.0728,0.2017
4/9/2021,129.8000,133.0400,129.4700,133.0000,106690000.0000,0.0222,0.8603,0.1175,0.5001
4/12/2021,132.5200,132.8500,130.6300,131.2400,91420000.0000,0.0223,0.8975,0.0802,0.6908
4/13/2021,132.4400,134.6600,131.9300,134.4300,91270000.0000,0.0295,0.9061,0.0644,0.5646
4/14/2021,134.9400,135.0000,131.6600,132.0300,87220000.0000,0.0215,0.8919,0.0865,0.4989
4/15/2021,133.8200,135.0000,133.6400,134.5000,89350000.0000,0.0182,0.8915,0.0902,0.6219
4/16/2021,134.3000,134.6700,133.2800,134.1600,84920000.0000,0.0301,0.8647,0.1051,0.5212
4/19/2021,133.5100,135.4700,133.3400,134.8400,94260000.0000,0.0389,0.8621,0.0991,0.3428
4/20/2021,135.0200,135.5300,131.8100,133.1100,94810000.0000,0.0240,0.8964,0.0796,0.6352
4/21/2021,132.3600,133.7500,131.3000,133.5000,68850000.0000,0.0458,0.8865,0.0676,0.1822
4/22/2021,133.0400,134.1500,131.4100,131.9400,84570000.0000,0.0495,0.8548,0.0957,0.4972
4/23/2021,132.1600,135.1200,132.1600,134.3200,78760000.0000,0.0337,0.8671,0.0992,0.7212
4/26/2021,134.8300,135.0600,133.5600,134.7200,66910000.0000,0.0331,0.8808,0.0861,0.4818
4/27/2021,135.0100,135.4100,134.1100,134.3900,66020000.0000,0.0277,0.8894,0.0830,0.5054
4/28/2021,134.3100,135.0200,133.0800,133.5800,107760000.0000,0.0264,0.8746,0.0990,0.6074
4/29/2021,136.4700,137.0700,132.4500,133.4800,151100000.0000,0.0320,0.8766,0.0914,0.5173
4/30/2021,131.7800,133.5600,131.0600,131.4600,109840000.0000,0.0677,0.8586,0.0737,0.2130
5/3/2021,132.0400,134.0700,131.8300,132.5400,75140000.0000,0.0415,0.8628,0.0957,0.4584
5/4/2021,131.1900,131.4900,126.7000,127.8500,137560000.0000,0.0432,0.8685,0.0885,0.4307
5/5/2021,129.2000,130.4500,127.9700,128.1000,84000000.0000,0.0342,0.8555,0.1104,0.6375
5/6/2021,127.8900,129.7500,127.1300,129.7400,78130000.0000,0.0422,0.8588,0.0990,0.6551
5/7/2021,130.8500,131.2600,129.4700,130.2100,78970000.0000,0.0404,0.8669,0.0927,0.5024
5/10/2021,129.4100,129.5400,126.8100,126.8500,88070000.0000,0.0254,0.8497,0.1250,0.6675
5/11/2021,123.5000,126.2700,122.7700,125.9100,126140000.0000,0.0881,0.8556,0.0562,0.0923
5/12/2021,123.4000,124.6400,122.2500,122.7700,112170000.0000,0.0628,0.8552,0.0821,0.2121
5/13/2021,124.5800,126.1500,124.2600,124.9700,105860000.0000,0.0274,0.8928,0.0799,0.6705
5/14/2021,126.2500,127.8900,125.8500,127.4500,81920000.0000,0.0462,0.8666,0.0874,0.4595
5/17/2021,126.8200,126.9300,125.1700,126.2700,74240000.0000,0.0429,0.8681,0.0891,0.4632
5/18/2021,126.5600,126.9900,124.7800,124.8500,63340000.0000,0.0227,0.8839,0.0933,0.6422
5/19/2021,123.1600,124.9200,122.8600,124.6900,92610000.0000,0.0408,0.8712,0.0882,0.4287
5/20/2021,125.2300,127.7200,125.1000,127.3100,76860000.0000,0.0259,0.8894,0.0847,0.4489
5/21/2021,127.8200,128.0000,125.2100,125.4300,79300000.0000,0.0537,0.8585,0.0879,0.4826
5/24/2021,126.0100,127.9400,125.9400,127.1000,63090000.0000,0.0279,0.8885,0.0837,0.4987
5/25/2021,127.8200,128.3200,126.3200,126.9000,72010000.0000,0.0467,0.8401,0.1133,0.5840
5/26/2021,126.9500,127.3900,126.4200,126.8500,56580000.0000,0.0388,0.8544,0.1069,0.6553
5/27/2021,126.4400,127.6400,125.0800,125.2800,94630000.0000,0.0211,0.8371,0.1418,0.8179
5/28/2021,125.5700,125.8000,124.5500,124.6100,71310000.0000,0.0374,0.8798,0.0826,0.5169
6/1/2021,125.0800,125.3500,123.9400,124.2800,67640000.0000,0.0294,0.8799,0.0909,0.7427
6/2/2021,124.2800,125.2400,124.0500,125.0600,59280000.0000,0.0395,0.8574,0.1030,0.5939
6/3/2021,124.6800,124.8500,123.1300,123.5400,76230000.0000,0.0292,0.8613,0.1098,0.7120
6/4/2021,124.0700,126.1600,123.8500,125.8900,75170000.0000,0.0298,0.8681,0.1021,0.5248
6/7/2021,126.1700,126.3200,124.8300,125.9000,71060000.0000,0.0285,0.8721,0.0993,0.6472
6/8/2021,126.6000,128.4600,126.2100,126.7400,74400000.0000,0.0361,0.8679,0.0960,0.6162
6/9/2021,127.2100,127.7500,126.5200,127.1300,56880000.0000,0.0316,0.8361,0.1321,0.8141
6/10/2021,127.0200,128.1900,125.9400,126.1100,71190000.0000,0.0248,0.8935,0.0818,0.4177
6/11/2021,126.5300,127.4400,126.1000,127.3500,53520000.0000,0.0284,0.8828,0.0888,0.5858
6/14/2021,127.8200,130.5400,127.0700,130.4800,96910000.0000,0.0339,0.8702,0.0958,0.5370
6/15/2021,129.9400,130.6000,129.3900,129.6400,62750000.0000,0.0269,0.8806,0.0925,0.6738
6/16/2021,130.3700,130.8900,128.4600,130.1500,91820000.0000,0.0213,0.8784,0.1003,0.7925
6/17/2021,129.8000,132.5500,129.6500,131.7900,96720000.0000,0.0271,0.8741,0.0987,0.6880
6/18/2021,130.7100,131.5100,130.2400,130.4600,108950000.0000,0.0207,0.8611,0.1182,0.7929
6/21/2021,130.3000,132.4100,129.2100,132.3000,79660000.0000,0.0265,0.8759,0.0975,0.5892
6/22/2021,132.1300,134.0800,131.6200,133.9800,74780000.0000,0.0216,0.8758,0.1027,0.7423
6/23/2021,133.7700,134.3200,133.2300,133.7000,60210000.0000,0.0316,0.8651,0.1033,0.5813
6/24/2021,134.4500,134.6400,132.9300,133.4100,68710000.0000,0.0302,0.8760,0.0938,0.6887
6/25/2021,133.4600,133.8900,132.8100,133.1100,70780000.0000,0.0435,0.8609,0.0955,0.5765
6/28/2021,133.4100,135.2500,133.3500,134.7800,62110000.0000,0.0234,0.8743,0.1023,0.7956
6/29/2021,134.8000,136.4900,134.3500,136.3300,64560000.0000,0.0305,0.8917,0.0778,0.2980
6/30/2021,136.1700,137.4100,135.8700,136.9600,63260000.0000,0.0329,0.8518,0.1153,0.5415
7/1/2021,136.6000,137.3300,135.7600,137.2700,52490000.0000,0.0247,0.8645,0.1109,0.7491
7/2/2021,137.9000,140.0000,137.7500,139.9600,78950000.0000,0.0211,0.8777,0.1012,0.6377
7/6/2021,140.0700,143.1500,140.0700,142.0200,108180000.0000,0.0657,0.8559,0.0785,0.3182
7/7/2021,143.5300,144.8900,142.6600,144.5700,104910000.0000,0.0260,0.8471,0.1268,0.5122
7/8/2021,141.5800,144.0600,140.6600,143.2400,105580000.0000,0.0380,0.8897,0.0722,0.0826
7/9/2021,142.7500,145.6500,142.6500,145.1100,99890000.0000,0.0394,0.8653,0.0954,0.4568
7/12/2021,146.2100,146.3200,144.0000,144.5000,76300000.0000,0.0245,0.8763,0.0991,0.6223
7/13/2021,144.0300,147.4600,143.6300,145.6400,100830000.0000,0.0344,0.8840,0.0815,0.4122
7/14/2021,148.1000,149.5700,147.6800,149.1500,127050000.0000,0.0248,0.8879,0.0873,0.5476
7/15/2021,149.2400,150.0000,147.0900,148.4800,106820000.0000,0.0314,0.8508,0.1178,0.6514
7/16/2021,148.4600,149.7600,145.8800,146.3900,93250000.0000,0.0302,0.8813,0.0886,0.6483
7/19/2021,143.7500,144.0700,141.6700,142.4500,121430000.0000,0.0361,0.8591,0.1048,0.6279
7/20/2021,143.4600,147.1000,142.9600,146.1500,96350000.0000,0.0338,0.8841,0.0821,0.4317
7/21/2021,145.5300,146.1300,144.6300,145.4000,74990000.0000,0.0255,0.8805,0.0940,0.5060
7/22/2021,145.9400,148.1900,145.8100,146.8000,77340000.0000,0.0341,0.8799,0.0860,0.5711
7/23/2021,147.5500,148.7200,146.9200,148.5600,71450000.0000,0.0222,0.8819,0.0960,0.6366
7/26/2021,148.2700,149.8300,147.7000,148.9900,72430000.0000,0.0213,0.9018,0.0769,0.5160
7/27/2021,149.1200,149.2100,145.5500,146.7700,104820000.0000,0.0242,0.8872,0.0887,0.4672
7/28/2021,144.8100,146.9700,142.5400,144.9800,118930000.0000,0.0321,0.8858,0.0822,0.4673
7/29/2021,144.6900,146.5500,144.5800,145.6400,56700000.0000,0.0413,0.8653,0.0933,0.5325
7/30/2021,144.3800,146.3300,144.1100,145.8600,70440000.0000,0.0451,0.8487,0.1062,0.3861
8/2/2021,146.3600,146.9500,145.2500,145.5200,62880000.0000,0.0485,0.8397,0.1118,0.6372
8/3/2021,145.8100,148.0400,145.1800,147.3600,64790000.0000,0.0246,0.8888,0.0866,0.6725
8/4/2021,147.2700,147.7900,146.2800,146.9500,56370000.0000,0.0487,0.8549,0.0964,0.3934
8/5/2021,146.9800,147.8400,146.1700,147.0600,46400000.0000,0.0500,0.8802,0.0698,0.2241
8/6/2021,146.3500,147.1100,145.6300,146.1400,54130000.0000,0.0465,0.8631,0.0906,0.4019
8/9/2021,146.2000,146.7000,145.5200,146.0900,48910000.0000,0.0444,0.8758,0.0801,0.4142
8/10/2021,146.4400,147.7100,145.3000,145.6000,69020000.0000,0.0242,0.8868,0.0890,0.6415
8/11/2021,146.0500,146.7200,145.5300,145.8600,48490000.0000,0.0209,0.8864,0.0926,0.6190
8/12/2021,146.1900,149.0500,145.8400,148.8900,73780000.0000,0.0434,0.8905,0.0661,0.3451
8/13/2021,148.9700,149.4400,148.2700,149.1000,59380000.0000,0.0426,0.8732,0.0842,0.4034
8/16/2021,148.5300,151.1900,146.4700,151.1200,103560000.0000,0.0405,0.8862,0.0732,0.4126
8/17/2021,150.2300,151.6800,149.0900,150.1900,92230000.0000,0.0280,0.8766,0.0954,0.6828
8/18/2021,149.8000,150.7200,146.1500,146.3600,86330000.0000,0.0525,0.8702,0.0772,0.1644
8/19/2021,145.0300,148.0000,144.5000,146.7000,86960000.0000,0.0531,0.8547,0.0922,0.2543
8/20/2021,147.4400,148.5000,146.7800,148.1900,60550000.0000,0.0348,0.8952,0.0701,0.4162
8/23/2021,148.3100,150.1900,147.8900,149.7100,60130000.0000,0.0269,0.8851,0.0879,0.4427
8/24/2021,149.4500,150.8600,149.1500,149.6200,48610000.0000,0.0338,0.8474,0.1190,0.6242
8/25/2021,149.8100,150.3200,147.8000,148.3600,58990000.0000,0.0379,0.8610,0.1010,0.5639
8/26/2021,148.3500,149.1200,147.5100,147.5400,48600000.0000,0.0198,0.8839,0.0964,0.7426
8/27/2021,147.4800,148.7500,146.8300,148.6000,55800000.0000,0.0319,0.8529,0.1152,0.5036
8/30/2021,149.0000,153.4900,148.6100,153.1200,90960000.0000,0.0223,0.8926,0.0850,0.5661
8/31/2021,152.6600,152.8000,151.2900,151.8300,86450000.0000,0.0313,0.8705,0.0982,0.5194
9/1/2021,152.8300,154.9800,152.3400,152.5100,80310000.0000,0.0350,0.8712,0.0939,0.5075
9/2/2021,153.8700,154.7200,152.4000,153.6500,71170000.0000,0.0320,0.8848,0.0832,0.5206
9/3/2021,153.7600,154.6300,153.0900,154.3000,57870000.0000,0.0421,0.8768,0.0811,0.1345
9/7/2021,154.9700,157.2600,154.3900,156.6900,82280000.0000,0.0160,0.9143,0.0697,0.5835
9/8/2021,156.9800,157.0400,153.9700,155.1100,74420000.0000,0.0420,0.8856,0.0725,0.2870
9/9/2021,155.4900,156.1100,153.9500,154.0700,57310000.0000,0.0197,0.8686,0.1117,0.7899
9/10/2021,155.0000,155.4800,148.7000,148.9700,140890000.0000,0.0412,0.8825,0.0762,0.4594
9/13/2021,150.6300,151.4200,148.7500,149.5500,102400000.0000,0.0392,0.8926,0.0683,0.1527
9/14/2021,150.3500,151.0700,146.9100,148.1200,109300000.0000,0.0315,0.9068,0.0616,0.3412
9/15/2021,148.5600,149.4400,146.3700,149.0300,83280000.0000,0.0401,0.8683,0.0915,0.3585
9/16/2021,148.4400,148.9700,147.2200,148.7900,68030000.0000,0.0475,0.8578,0.0948,0.3923
9/17/2021,148.8200,148.8200,145.7600,146.0600,129870000.0000,0.0364,0.8713,0.0923,0.4322
9/20/2021,143.8000,144.8400,141.2700,142.9400,123480000.0000,0.0472,0.8332,0.1197,0.3040
9/21/2021,143.9300,144.6000,142.7800,143.4300,75830000.0000,0.0311,0.8623,0.1066,0.4901
9/22/2021,144.4500,146.4300,143.7000,145.8500,76400000.0000,0.0490,0.8697,0.0812,0.2037
9/23/2021,146.6500,147.0800,145.6400,146.8300,64840000.0000,0.0375,0.8745,0.0880,0.2778
9/24/2021,145.6600,147.4700,145.5600,146.9200,53480000.0000,0.0182,0.8533,0.1283,0.6919
9/27/2021,145.4700,145.9600,143.8200,145.3700,74150000.0000,0.0567,0.8382,0.1053,0.6027
9/28/2021,143.2500,144.7500,141.6900,141.9100,108970000.0000,0.0433,0.8538,0.1027,0.4648
9/29/2021,142.4700,144.4500,142.0300,142.8300,74600000.0000,0.0458,0.8739,0.0803,0.1911
9/30/2021,143.6600,144.3800,141.2800,141.5000,89060000.0000,0.0410,0.8524,0.1066,0.4896
10/1/2021,141.9000,142.9200,139.1100,142.6500,94640000.0000,0.0269,0.8903,0.0826,0.6627
10/4/2021,141.7600,142.2100,138.2700,139.1400,98320000.0000,0.0408,0.8526,0.1065,0.5131
10/5/2021,139.4900,142.2400,139.3600,141.1100,80860000.0000,0.0253,0.9041,0.0705,0.3868
10/6/2021,139.4700,142.1500,138.3700,142.0000,83220000.0000,0.0507,0.8604,0.0887,0.3511
10/7/2021,143.0600,144.2200,142.7200,143.2900,61730000.0000,0.0326,0.8999,0.0674,0.4754
10/8/2021,144.0300,144.1800,142.5600,142.9000,58770000.0000,0.0403,0.8782,0.0816,0.4641
10/11/2021,142.2700,144.8100,141.8100,142.8100,64450000.0000,0.0379,0.8475,0.1146,0.5981
10/12/2021,143.2300,143.2500,141.0400,141.5100,73040000.0000,0.0477,0.8791,0.0731,0.1700
10/13/2021,141.2400,141.4000,139.2000,140.9100,78760000.0000,0.0662,0.8681,0.0656,0.0448
10/14/2021,142.1100,143.8800,141.5100,143.7600,69910000.0000,0.0385,0.8700,0.0914,0.6154
10/15/2021,143.7700,144.9000,143.5100,144.8400,67940000.0000,0.0578,0.8408,0.1015,0.4234
10/18/2021,143.4400,146.8400,143.1600,146.5500,85590000.0000,0.0243,0.8935,0.0823,0.5610
10/19/2021,147.0100,149.1700,146.5500,148.7600,76380000.0000,0.0166,0.9209,0.0626,0.3895
10/20/2021,148.7000,149.7500,148.1200,149.2600,58420000.0000,0.0158,0.8864,0.0979,0.6480
10/21/2021,148.8100,149.6400,147.8700,149.4800,61420000.0000,0.0543,0.8590,0.0866,0.3886
10/22/2021,149.6900,150.1800,148.6400,148.6900,58880000.0000,0.0525,0.8721,0.0754,0.3373
10/25/2021,148.6800,149.3700,147.6200,148.6400,50720000.0000,0.0345,0.8655,0.1001,0.6258
10/26/2021,149.3300,150.8400,149.0100,149.3200,60890000.0000,0.0448,0.8626,0.0927,0.6298
10/27/2021,149.3600,149.7300,148.4900,148.8500,56090000.0000,0.0376,0.8601,0.1023,0.5659
10/28/2021,149.8200,153.1600,149.7200,152.5700,100080000.0000,0.0389,0.8796,0.0815,0.5069
10/29/2021,147.2200,149.9400,146.4100,149.8000,124950000.0000,0.0729,0.8474,0.0798,0.2862
11/1/2021,148.9900,149.7000,147.8000,148.9600,74590000.0000,0.0529,0.8490,0.0980,0.4713
11/2/2021,148.6600,151.5700,148.6500,150.0200,69120000.0000,0.0392,0.8659,0.0951,0.5928
11/3/2021,150.3900,151.9700,149.8200,151.4900,54510000.0000,0.0344,0.8585,0.1070,0.6994
11/4/2021,151.5800,152.4300,150.6400,150.9600,60390000.0000,0.0246,0.8731,0.1023,0.5470
11/5/2021,151.8900,152.2000,150.0600,151.2800,65460000.0000,0.0375,0.8624,0.1001,0.4986
11/8/2021,151.4100,151.5700,150.1600,150.4400,55020000.0000,0.0160,0.8740,0.1100,0.7765
11/9/2021,150.2000,151.4300,150.0600,150.8100,56790000.0000,0.0245,0.9016,0.0741,0.5265
11/10/2021,150.0200,150.1300,147.8500,147.9200,65190000.0000,0.0463,0.8750,0.0787,0.2559
11/11/2021,148.9600,149.4300,147.6800,147.8700,41000000.0000,0.0198,0.8653,0.1149,0.7629
11/12/2021,148.4300,150.4000,147.4800,149.9900,63800000.0000,0.0463,0.8653,0.0883,0.3586
11/15/2021,150.3700,151.8800,149.4300,150.0000,59220000.0000,0.0263,0.8874,0.0866,0.8195
11/16/2021,149.9400,151.4900,149.3400,151.0000,59260000.0000,0.0238,0.8873,0.0889,0.5551
11/17/2021,151.0000,155.0000,150.9900,153.4900,88810000.0000,0.0408,0.8773,0.0819,0.3579
11/18/2021,153.7100,158.6700,153.0500,157.8700,137830000.0000,0.0344,0.8906,0.0751,0.4763
11/19/2021,157.6500,161.0200,156.5300,160.5500,117310000.0000,0.0366,0.8554,0.1080,0.4578
11/22/2021,161.6800,165.7000,161.0000,161.0200,117470000.0000,0.0281,0.8597,0.1120,0.6642
11/23/2021,161.1200,161.8000,159.0600,161.4100,96040000.0000,0.0529,0.8440,0.1031,0.4503
11/24/2021,160.7500,162.1400,159.6400,161.9400,69460000.0000,0.0590,0.8582,0.0828,-0.0188
11/26/2021,159.5600,160.4500,156.3600,156.8100,76960000.0000,0.0358,0.8758,0.0883,0.4069
11/29/2021,159.3700,161.1900,158.7900,160.2400,88750000.0000,0.0352,0.8900,0.0747,0.5979
11/30/2021,159.9900,165.5200,159.9200,165.3000,174050000.0000,0.0666,0.8430,0.0904,0.3896
12/1/2021,167.4800,170.3000,164.5300,164.7700,152420000.0000,0.0343,0.8729,0.0928,0.4639
12/2/2021,158.7400,164.2000,157.8000,163.7600,136740000.0000,0.0824,0.8419,0.0758,0.0923
12/3/2021,164.0200,164.9600,159.7200,161.8400,118020000.0000,0.0547,0.8597,0.0857,0.5543
12/6/2021,164.2900,167.8800,164.2800,165.3200,107500000.0000,0.0493,0.8581,0.0925,0.5503
12/7/2021,169.0800,171.5800,168.3400,171.1800,120410000.0000,0.0344,0.8722,0.0935,0.5293
12/8/2021,172.1200,175.9600,170.7000,175.0800,117000000.0000,0.0383,0.8837,0.0779,0.4398
12/9/2021,174.9100,176.7500,173.9200,174.5600,108920000.0000,0.0442,0.8600,0.0960,0.5372
12/10/2021,175.2100,179.6300,174.6900,179.4500,115400000.0000,0.0276,0.8881,0.0844,0.5936
12/13/2021,181.1200,182.1300,175.5300,175.7400,153240000.0000,0.0285,0.8748,0.0967,0.6228
12/14/2021,175.2500,177.7400,172.2100,174.3300,139380000.0000,0.0412,0.8794,0.0795,0.4867
12/15/2021,175.1100,179.5000,172.3100,179.3000,131060000.0000,0.0450,0.8483,0.1067,0.3697
12/16/2021,179.2800,181.1400,170.7500,172.2600,150190000.0000,0.0581,0.8758,0.0662,0.2921
12/17/2021,169.9300,173.4700,169.6900,171.1400,195920000.0000,0.0373,0.8755,0.0873,0.4739
12/20/2021,168.2800,170.5800,167.4600,169.7500,107500000.0000,0.0641,0.8711,0.0647,0.2273
12/21/2021,171.5600,173.2000,169.1200,172.9900,91190000.0000,0.0400,0.8340,0.1259,0.7502
12/22/2021,173.0400,175.8600,172.1500,175.6400,92140000.0000,0.0366,0.8558,0.1076,0.6000
12/23/2021,175.8500,176.8500,175.2700,176.2800,68360000.0000,0.0362,0.8663,0.0975,0.7057
12/27/2021,177.0900,180.4200,177.0700,180.3300,74920000.0000,0.0241,0.8713,0.1043,0.6726
12/28/2021,180.1600,181.3300,178.5300,179.2900,79140000.0000,0.0201,0.8803,0.0995,0.6357
12/29/2021,179.3300,180.6300,178.1400,179.3800,62350000.0000,0.0427,0.8783,0.0789,0.3743
12/30/2021,179.4700,180.5700,178.0900,178.2000,59770000.0000,0.0380,0.8368,0.1250,0.4259
12/31/2021,178.0900,179.2300,177.2600,177.5700,64060000.0000,0.0405,0.8687,0.0908,0.4582
1/3/2022,177.8300,182.8800,177.7100,182.0100,104700000.0000,0.0218,0.8631,0.1151,0.7389
1/4/2022,182.6300,182.9400,179.1200,179.7000,99310000.0000,0.0268,0.8769,0.0964,0.6014
1/5/2022,179.6100,180.1700,174.6400,174.9200,94540000.0000,0.0353,0.8810,0.0837,0.4315
1/6/2022,172.7000,175.3000,171.6400,172.0000,96900000.0000,0.0205,0.8942,0.0852,0.5868
1/7/2022,172.8900,174.1400,171.0300,172.1700,86710000.0000,0.0239,0.8736,0.1026,0.6518
1/10/2022,169.0800,172.5000,168.1700,172.1900,106770000.0000,0.0293,0.8815,0.0891,0.5074
1/11/2022,172.3200,175.1800,170.8200,175.0800,76140000.0000,0.0217,0.8813,0.0971,0.5588
1/12/2022,176.1200,177.1800,174.8200,175.5300,74810000.0000,0.0263,0.8719,0.1017,0.6397
1/13/2022,175.7800,176.6200,171.7900,172.1900,84510000.0000,0.0246,0.8771,0.0984,0.6774
1/14/2022,171.3400,173.7800,171.0900,173.0700,80440000.0000,0.0318,0.8735,0.0948,0.5938
1/18/2022,171.5100,172.5400,169.4100,169.8000,91170000.0000,0.0304,0.8737,0.0958,0.6439
1/19/2022,170.0000,171.0800,165.9400,166.2300,94810000.0000,0.0297,0.8735,0.0968,0.6752
1/20/2022,166.9800,169.6800,164.1800,164.5100,91420000.0000,0.0354,0.8862,0.0785,0.4832
1/21/2022,164.4100,166.3300,162.3000,162.4100,122850000.0000,0.0394,0.8627,0.0980,0.6012
1/24/2022,160.0200,162.3000,154.7000,161.6200,162710000.0000,0.0353,0.8710,0.0938,0.4853
1/25/2022,158.9800,162.7600,157.0200,159.7800,115800000.0000,0.0314,0.8846,0.0840,0.5989
1/26/2022,163.5000,164.3900,157.8200,159.6900,108280000.0000,0.0403,0.8840,0.0757,0.4432
1/27/2022,162.4500,163.8400,158.2800,159.2200,121950000.0000,0.0331,0.8733,0.0936,0.5223
1/28/2022,165.7100,170.3500,162.8000,170.3300,179940000.0000,0.0519,0.8432,0.1049,0.4544
1/31/2022,170.1600,175.0000,169.5100,174.7800,115540000.0000,0.0354,0.8725,0.0921,0.5894
2/1/2022,174.0100,174.8400,172.3100,174.6100,86210000.0000,0.0292,0.8784,0.0925,0.6540
2/2/2022,174.7500,175.8800,173.3300,175.8400,84910000.0000,0.0309,0.8807,0.0884,0.5982
2/3/2022,174.4800,176.2400,172.1200,172.9000,89420000.0000,0.0502,0.8793,0.0706,0.2964
2/4/2022,171.6800,174.1000,170.6800,172.3900,82470000.0000,0.0379,0.8609,0.1011,0.5771
2/7/2022,172.8600,173.9500,170.9500,171.6600,77250000.0000,0.0379,0.8520,0.1102,0.5574
2/8/2022,171.7300,175.3500,171.4300,174.8300,74830000.0000,0.0417,0.8609,0.0973,0.6091
2/9/2022,176.0500,176.6500,174.9000,176.2800,71290000.0000,0.0345,0.8561,0.1094,0.6367
2/10/2022,174.1400,175.4800,171.5500,172.1200,90870000.0000,0.0333,0.8525,0.1143,0.7253
2/11/2022,172.3300,173.0800,168.0400,168.6400,98670000.0000,0.0366,0.8670,0.0965,0.6691
2/14/2022,167.3700,169.5800,166.5600,168.8800,86190000.0000,0.0483,0.8314,0.1203,0.4959
