date,sentiment_negative,sentiment_neutral,sentiment_positive,sentiment_score
2022-06-27,0.031966668,0.8727,0.09543333,0.5597
2022-06-28,0.042675674,0.8625946,0.09462162,0.45451352
2022-06-29,0.049846154,0.85353845,0.096846156,0.40715384
2022-06-30,0.0545,0.8717045,0.07377273,0.21086363
2022-07-01,0.047971427,0.8619428,0.09,0.41394284
2022-07-05,0.046464287,0.8611072,0.092392854,0.33610713
2022-07-06,0.049448274,0.8575862,0.09293103,0.42389655
2022-07-07,0.030344827,0.876931,0.09282759,0.5411724
2022-07-08,0.0361,0.89835,0.06555,0.24975
2022-07-11,0.056454547,0.8705758,0.0729697,0.20145455
2022-07-12,0.055888887,0.84974074,0.094333336,0.41277778
2022-07-13,0.03932,0.84036,0.12044,0.52804
2022-07-14,0.05232,0.8582,0.08944,0.30608
2022-07-15,0.05722222,0.8502778,0.09255555,0.36677778
2022-07-18,0.050075,0.848725,0.1012,0.47915
2022-07-19,0.062169813,0.8459623,0.09183019,0.31767926
2022-07-20,0.042025,0.871825,0.086125,0.354075
2022-07-21,0.03732258,0.88590324,0.07670968,0.42380646
2022-07-22,0.039352942,0.8582941,0.10235294,0.5404118
2022-07-25,0.032,0.8825172,0.08537931,0.34663793
2022-07-26,0.049586207,0.8758966,0.07462069,0.3067931
2022-07-27,0.06475758,0.85860604,0.07666667,0.2948182
2022-07-28,0.047589287,0.8591607,0.09325,0.343875
2022-07-29,0.035542857,0.844,0.12041429,0.5402714
2022-08-01,0.04217647,0.8414706,0.11635294,0.5599706
2022-08-02,0.033947367,0.871,0.09489474,0.39489475
2022-08-03,0.045,0.84203845,0.11292308,0.49888462
2022-08-04,0.042375,0.878625,0.0790625,0.3365625
2022-08-05,0.04977273,0.85154545,0.098545454,0.354
2022-08-08,0.0443,0.84855,0.1071,0.3408
2022-08-09,0.0375,0.8793947,0.08307895,0.3501579
2022-08-10,0.036653847,0.8730385,0.09042308,0.5495
2022-08-11,0.028545454,0.87854546,0.092863634,0.5847273
2022-08-12,0.031757575,0.8830303,0.085151516,0.34766668
2022-08-15,0.025,0.89553845,0.07946154,0.523
2022-08-16,0.035809524,0.8783572,0.085857145,0.43535715
2022-08-17,0.04517857,0.86814284,0.086642854,0.22285715
2022-08-18,0.05072,0.88952,0.0598,0.33224
2022-08-19,0.03784,0.85676,0.10548,0.6568
2022-08-22,0.048,0.85683334,0.09533333,0.5767083
2022-08-23,0.047115386,0.86584616,0.087076925,0.38230768
2022-08-24,0.0223,0.892675,0.085025,0.53015
2022-08-25,0.04042857,0.87057143,0.089,0.43007144
2022-08-26,0.03246154,0.8550769,0.112538464,0.57984614
2022-08-29,0.07176471,0.83482355,0.09344117,0.4582647
2022-08-30,0.062294118,0.8407059,0.096764706,0.5137059
2022-08-31,0.061833333,0.84694445,0.09133333,0.365
2022-09-01,0.04748148,0.8842222,0.06814815,0.3568889
2022-09-02,0.025757575,0.89266664,0.08169697,0.54351515
2022-09-06,0.053875,0.86534375,0.08071875,0.39153126
2022-09-07,0.029529411,0.8790735,0.09135294,0.5239706
2022-09-08,0.030966101,0.8822034,0.08681356,0.5138983
2022-09-09,0.03523077,0.86246157,0.102358975,0.4468718
2022-09-12,0.02496875,0.88040626,0.09459375,0.6848125
2022-09-13,0.031833332,0.8661944,0.10191666,0.44088888
2022-09-14,0.04116129,0.85687095,0.10203226,0.5218065
2022-09-15,0.035617646,0.87111765,0.09332353,0.457
2022-09-16,0.0525,0.84533334,0.10225,0.29591668
2022-09-19,0.03694118,0.8502353,0.11276471,0.6541765
2022-09-20,0.04077143,0.872,0.0872,0.48871428
2022-09-21,0.032444444,0.88805556,0.0795,0.42244443
2022-09-22,0.0377,0.85873336,0.1036,0.56626666
2022-09-23,0.036272727,0.85966665,0.104060605,0.44675758
2022-09-26,0.039047617,0.8612619,0.09966667,0.5781429
2022-09-27,0.05325,0.81975,0.1269375,0.6130625
2022-09-28,0.05126,0.85786,0.09084,0.39158
2022-09-29,0.058945946,0.86016214,0.080783784,0.19486487
2022-09-30,0.060025,0.8554,0.0847,0.31295
2022-10-03,0.051285714,0.8521429,0.09671429,0.51933336
2022-10-04,0.030567568,0.8707027,0.09872973,0.44794595
2022-10-05,0.02476,0.8758,0.0994,0.66564
2022-10-06,0.03706667,0.89683336,0.06616667,0.38316667
2022-10-07,0.03468182,0.8600909,0.10518182,0.49331817
2022-10-10,0.057214286,0.8694643,0.073285714,0.14964285
2022-10-11,0.041416667,0.8464583,0.112166665,0.49841666
2022-10-12,0.022571428,0.8912857,0.08603571,0.60232145
2022-10-13,0.037931036,0.8815862,0.08055172,0.50631034
2022-10-14,0.0176,0.87866664,0.10373333,0.6044667
2022-10-17,0.02595,0.86435,0.10975,0.57505
2022-10-18,0.023970589,0.88397056,0.092,0.5507353
2022-10-19,0.046526317,0.8509474,0.10263158,0.66194737
2022-10-20,0.053166665,0.8348333,0.111666664,0.45766667
2022-10-21,0.03602564,0.8657949,0.09820513,0.40871796
2022-10-24,0.03646875,0.88290626,0.0805,0.510625
2022-10-25,0.038717948,0.8732564,0.08792308,0.42928204
2022-10-26,0.044714287,0.86375,0.09153572,0.36439285
2022-10-27,0.037658535,0.869439,0.09290244,0.54614633
2022-10-28,0.050181817,0.85422724,0.09562121,0.42122728
2022-10-31,0.04552,0.8709,0.08372,0.35938
2022-11-01,0.040956523,0.8907826,0.06821739,0.32621738
2022-11-02,0.055814814,0.86014813,0.084,0.28348148
2022-11-03,0.042043477,0.86273915,0.09521739,0.34791306
2022-11-04,0.03975,0.8822917,0.07808334,0.444375
2022-11-07,0.064,0.8798387,0.05612903,0.11674193
2022-11-08,0.04756,0.87524,0.07724,0.39872
2022-11-09,0.04690476,0.8687143,0.08433333,0.39942858
2022-11-10,0.043358974,0.8785641,0.078179486,0.48284614
2022-11-11,0.0343,0.8373,0.12835,0.7073
2022-11-14,0.04853846,0.8791923,0.07219231,0.28465384
2022-11-15,0.042423077,0.869,0.0885,0.40476924
2022-11-16,0.025318181,0.885,0.08959091,0.6240909
2022-11-17,0.036357142,0.8755714,0.088,0.61314285
2022-11-18,0.04046154,0.85634613,0.10323077,0.46530768
2022-11-21,0.047105264,0.8523158,0.10052632,0.5396316
2022-11-22,0.02573913,0.8567391,0.11765217,0.69647825
2022-11-23,0.08767742,0.83548385,0.076903224,0.09951613
2022-11-25,0.038,0.8891515,0.072878785,0.38624242
2022-11-28,0.07684615,0.84896153,0.074288465,-0.02073077
2022-11-29,0.075333335,0.84825397,0.07644445,0.039809525
2022-11-30,0.05137736,0.87298113,0.07566038,0.08135849
2022-12-01,0.08507895,0.8402631,0.07457895,-0.0713421
2022-12-02,0.06157692,0.8375385,0.10088462,0.36815384
2022-12-05,0.047314286,0.8841714,0.06854286,0.15188572
2022-12-06,0.042534884,0.8657442,0.09172093,0.3643721
2022-12-07,0.05251163,0.8767907,0.07076744,0.23
2022-12-08,0.063090906,0.84513634,0.09186364,0.19913636
2022-12-09,0.05444,0.85376,0.09184,0.28228
2022-12-12,0.0298125,0.8869375,0.083125,0.2736875
2022-12-13,0.042481482,0.8464444,0.11111111,0.65637034
2022-12-14,0.048125,0.856125,0.0955,0.408625
2022-12-15,0.068904765,0.8495714,0.08147619,0.14719048
2022-12-16,0.037136365,0.84995455,0.11290909,0.6078182
2022-12-19,0.041739132,0.8555652,0.102608696,0.46908695
2022-12-20,0.03175,0.87455,0.09385,0.39745
2022-12-21,0.056291666,0.83066666,0.112958334,0.46916667
2022-12-22,0.03647619,0.8770952,0.08628572,0.37895238
2022-12-23,0.036692306,0.8503077,0.11292308,0.45876923
2022-12-27,0.06426923,0.8375,0.09823077,0.25465384
2022-12-28,0.06537037,0.8474444,0.087148145,0.26485184
2022-12-29,0.074,0.8293333,0.09674074,0.3942963
2022-12-30,0.053272728,0.85895455,0.08781818,0.23545454
2023-01-03,0.053675,0.87185,0.074525,0.19765
2023-01-04,0.045785714,0.87166667,0.082666665,0.14088096
2023-01-05,0.0468,0.87316,0.08016,0.36392
2023-01-06,0.03595,0.8528,0.11125,0.6063
2023-01-09,0.031363636,0.8980909,0.07057576,0.39442423
2023-01-10,0.04038235,0.87885296,0.080735296,0.46467647
2023-01-11,0.042857144,0.87245715,0.0846,0.38665715
2023-01-12,0.040653847,0.87357694,0.08565385,0.38192308
2023-01-13,0.038916666,0.8879167,0.073,0.379
2023-01-17,0.024102565,0.9015385,0.074307695,0.5607949
2023-01-18,0.047756758,0.87186486,0.080486484,0.24356757
2023-01-19,0.027636364,0.825,0.14754546,0.7243636
2023-01-20,0.04252941,0.88164705,0.07576471,0.34264705
2023-01-23,0.022214286,0.88964283,0.08807143,0.5641071
2023-01-24,0.043818183,0.83413637,0.122,0.63118184
2023-01-25,0.030666666,0.8634667,0.10586666,0.43013334
2023-01-26,0.0609375,0.83625,0.102625,0.5189375
2023-01-27,0.037,0.90204,0.061,0.30452
2023-01-30,0.04,0.8931132,0.06684905,0.35107547
2023-01-31,0.056454547,0.86448485,0.07912121,0.29233333
2023-02-01,0.03242857,0.8856286,0.08191428,0.51177144
2023-02-02,0.041559324,0.8780847,0.080338985,0.33357626
2023-02-03,0.06071233,0.85764384,0.08168493,0.2548904
2023-02-06,0.05685,0.86875,0.0744,0.03385
2023-02-07,0.039666668,0.8522222,0.108,0.44544443
2023-02-08,0.045166668,0.846875,0.10804167,0.54983336
2023-02-09,0.029846154,0.8562308,0.11392308,0.60046154
2023-02-10,0.044333335,0.8450476,0.11057143,0.4940476
2023-02-13,0.028214285,0.86214286,0.109714285,0.7237143
2023-02-14,0.06308696,0.8495652,0.087304346,0.41178262
2023-02-15,0.03773077,0.8630769,0.09911539,0.65873075
2023-02-16,0.02761111,0.88827777,0.08405556,0.60744447
2023-02-17,0.033125,0.8733125,0.0935625,0.5926875
2023-02-21,0.063,0.82292306,0.11415385,0.16315384
2023-02-22,0.0365625,0.8585625,0.1046875,0.4750625
2023-02-23,0.012222222,0.89272225,0.09511111,0.7047778
2023-02-24,0.030947369,0.8555263,0.11347368,0.6464211
2023-02-27,0.028857144,0.85938096,0.11171429,0.5572381
2023-02-28,0.043434784,0.874087,0.08252174,0.30208695
2023-03-01,0.043047618,0.8654762,0.09157143,0.46228573
2023-03-02,0.04504348,0.8763913,0.0786087,0.3911739
2023-03-03,0.036911763,0.8991765,0.06397059,0.31258824
2023-03-06,0.027547618,0.8885476,0.08392857,0.5417857
2023-03-07,0.0193125,0.8555,0.125,0.6800625
2023-03-08,0.029294118,0.8895294,0.08117647,0.30882353
2023-03-09,0.039954547,0.87054545,0.08963636,0.46286362
2023-03-10,0.071,0.84585,0.08315,0.17165
2023-03-13,0.032863636,0.85586363,0.11118182,0.51445454
2023-03-14,0.0366,0.88853335,0.07473333,0.47706667
2023-03-15,0.054181818,0.87540907,0.07054546,0.11909091
2023-03-16,0.033148147,0.8392222,0.12774074,0.69774073
2023-03-17,0.0266875,0.8136875,0.1595625,0.603875
2023-03-20,0.0165,0.88875,0.0945,0.78475
2023-03-21,0.026133334,0.9004667,0.0732,0.5392
2023-03-22,0.03973333,0.8890667,0.07113333,0.4902
2023-03-23,0.046054054,0.8507027,0.103324324,0.41697297
2023-03-24,0.0179,0.86765,0.1145,0.6915
2023-03-27,0.035846155,0.8669231,0.09707692,0.69623077
2023-03-28,0.045761906,0.8677143,0.086666666,0.55733335
2023-03-29,0.04136,0.86108,0.0974,0.50336
2023-03-30,0.03624,0.87472,0.08908,0.4728
2023-03-31,0.03610714,0.8751429,0.08875,0.6182857
2023-04-03,0.044409093,0.8703182,0.08513636,0.3820909
2023-04-04,0.03805,0.8559,0.10595,0.5688
2023-04-05,0.04321875,0.87459373,0.08209375,0.4039375
2023-04-06,0.0168,0.90272,0.08044,0.64288
2023-04-10,0.05603125,0.85784376,0.086125,0.3276875
2023-04-11,0.04190909,0.86463636,0.093363635,0.56209093
2023-04-12,0.064636365,0.8535454,0.082,0.29445454
2023-04-13,0.035466667,0.88193333,0.0827,0.49773332
2023-04-14,0.026666667,0.8606667,0.11266667,0.53353333
2023-04-17,0.019604651,0.90560466,0.07476744,0.6022326
2023-04-18,0.039783783,0.8809459,0.0792973,0.45324326
2023-04-19,0.035035715,0.84475,0.12028571,0.66635716
2023-04-20,0.02831579,0.86742103,0.10426316,0.6626842
2023-04-21,0.02347619,0.8664762,0.11,0.6134286
2023-04-24,0.05911765,0.8515294,0.08952941,0.3647059
2023-04-25,0.03131579,0.8739474,0.094842106,0.5895263
2023-04-26,0.021666666,0.8729333,0.1054,0.8392
2023-04-27,0.038642857,0.8602143,0.10114285,0.7500714
2023-04-28,0.029285714,0.88335717,0.0875,0.5098571
2023-05-01,0.051666666,0.873625,0.074708335,0.254
2023-05-02,0.04304348,0.85965216,0.097347826,0.2697826
2023-05-03,0.0307,0.8601,0.1093,0.6854333
2023-05-04,0.037425924,0.86616665,0.09642593,0.53355557
2023-05-05,0.033911765,0.86164707,0.104411766,0.6281912
2023-05-08,0.034526315,0.8525263,0.112789474,0.6022105
2023-05-09,0.024947368,0.84136844,0.13363157,0.91326314
2023-05-10,0.042526316,0.8673684,0.089947365,0.5593158
2023-05-11,0.03495,0.8624,0.1028,0.473
2023-05-12,0.0428125,0.88275,0.074375,0.3801875
2023-05-15,0.029714286,0.86785716,0.1025,0.65742856
2023-05-16,0.05,0.8528572,0.09728572,0.36171427
2023-05-17,0.017333332,0.88175,0.10095833,0.5568333
2023-05-18,0.022652173,0.87813044,0.09926087,0.5307826
2023-05-19,0.04428,0.86112,0.09464,0.44912
2023-05-22,0.0335,0.8874231,0.079,0.41161537
2023-05-23,0.049625,0.84875,0.101625,0.4025
2023-05-24,0.01525,0.873,0.11225,0.95375
2023-05-25,0.03214286,0.86,0.10814286,0.8472857
2023-05-26,0.04525,0.795,0.15975,0.948
2023-05-30,0.0366,0.81,0.1529,0.9074
2023-05-31,0.021956522,0.84743476,0.13065217,0.7521739
2023-06-01,0.02867647,0.87985295,0.09147059,0.4807059
2023-06-02,0.026760869,0.8682174,0.10502174,0.5531087
2023-06-05,0.0302809,0.8851348,0.084539324,0.56466293
2023-06-06,0.03473418,0.86396205,0.10134177,0.41927847
2023-06-07,0.021964286,0.86217856,0.11592857,0.70539284
2023-06-08,0.0261875,0.86296874,0.11096875,0.583875
2023-06-09,0.037210528,0.8874737,0.075157896,0.3596842
2023-06-12,0.016266666,0.90386665,0.07993333,0.621
2023-06-13,0.0277,0.87335,0.09895,0.62925
2023-06-14,0.03635484,0.84932256,0.11435484,0.7590645
2023-06-15,0.025933333,0.8642,0.11,0.76673335
2023-06-16,0.023066666,0.864,0.11293333,0.8469333
2023-06-20,0.024631578,0.86005265,0.11526316,0.8613684
2023-06-21,0.02375,0.87065,0.10565,0.5341
2023-06-22,0.030727273,0.85,0.119363636,0.70463634
2023-06-23,0.0298,0.8584,0.11195,0.61125
2023-06-26,0.04395,0.8563,0.09985,0.4406
2023-06-27,0.0568,0.8598667,0.0834,0.117866665
2023-06-28,0.03368,0.88748,0.07888,0.47948
2023-06-29,0.0455,0.8642667,0.09013333,0.3186
2023-06-30,0.024344262,0.88114756,0.09457377,0.5037705
2023-07-03,0.031448275,0.85810345,0.11051724,0.67003447
2023-07-05,0.0485,0.86,0.09163637,0.6044091
2023-07-06,0.024416666,0.891,0.084583335,0.56525
2023-07-07,0.047,0.838,0.115,0.63273686
2023-07-10,0.025894737,0.86905265,0.105105266,0.4885263
2023-07-11,0.017857144,0.8872143,0.09492857,0.7312857
2023-07-12,0.0256,0.8528,0.1215,0.5783
2023-07-13,0.0225625,0.8604375,0.1168125,0.6919375
2023-07-14,0.01861111,0.8552778,0.1261111,0.74788886
2023-07-17,0.023956522,0.869087,0.10682609,0.74208695
2023-07-18,0.031,0.8675882,0.10135294,0.5442353
2023-07-19,0.03259091,0.8723182,0.09486364,0.5855
2023-07-20,0.031166667,0.8462222,0.1225,0.7428333
2023-07-21,0.030470587,0.83935297,0.13017647,0.70082355
2023-07-24,0.022772728,0.902,0.07518182,0.42554545
2023-07-25,0.047523808,0.85433334,0.098238096,0.5307619
2023-07-26,0.04742857,0.8527143,0.1,0.5781905
2023-07-27,0.03882353,0.8584118,0.10282353,0.73105884
2023-07-28,0.020785714,0.8419643,0.13732143,0.67153573
2023-07-31,0.025333334,0.8718611,0.102861114,0.6877222
2023-08-01,0.019529412,0.8684118,0.112058826,0.73988235
2023-08-02,0.025277779,0.8412222,0.13344444,0.71977776
2023-08-03,0.05740909,0.84775,0.09477273,0.46195453
2023-08-04,0.04509091,0.8569546,0.09788636,0.58431816
2023-08-07,0.04225,0.868,0.089857146,0.58425
2023-08-08,0.020428572,0.8634286,0.116142854,0.69185716
2023-08-09,0.05739394,0.8317576,0.110818185,0.41260606
2023-08-10,0.032285713,0.8461428,0.1215,0.8414286
2023-08-11,0.028142856,0.85780954,0.114190474,0.6252857
2023-08-14,0.038,0.8505833,0.11145833,0.43466666
2023-08-15,0.02285,0.86955,0.1074,0.5472
2023-08-16,0.021071428,0.89,0.08892857,0.7360714
2023-08-17,0.043842107,0.84989476,0.10636842,0.40857896
2023-08-18,0.03292857,0.8396429,0.12742858,0.7935714
2023-08-21,0.031761903,0.864,0.10414286,0.6097619
2023-08-22,0.03525,0.8519,0.11275,0.66045
2023-08-23,0.033,0.843,0.12394445,0.66955554
2023-08-24,0.03232,0.86548,0.1022,0.62812
2023-08-25,0.029916666,0.8800833,0.09,0.5475
2023-08-28,0.041238096,0.8708095,0.088,0.5558095
2023-08-29,0.0215,0.8984445,0.08011111,0.64016664
2023-08-30,0.032846153,0.8855,0.081884615,0.58523077
2023-08-31,0.027608696,0.83873916,0.13382609,0.6573913
2023-09-01,0.030318182,0.8536364,0.116136365,0.8534091
2023-09-05,0.015608695,0.89186954,0.09265217,0.5356957
2023-09-06,0.05154902,0.87288237,0.07552941,0.22660784
2023-09-07,0.075940296,0.85950744,0.06453732,0.08146269
2023-09-08,0.055706523,0.8643152,0.08001087,0.25389132
2023-09-11,0.032630138,0.8718767,0.09542466,0.5500548
2023-09-12,0.03135294,0.8982706,0.07034118,0.44942352
2023-09-13,0.036492538,0.8782985,0.08522388,0.4978806
2023-09-14,0.038,0.86538297,0.09651064,0.5179149
2023-09-15,0.036864866,0.8758108,0.0872973,0.36813512
2023-09-18,0.036325,0.837525,0.126075,0.614975
2023-09-19,0.032464284,0.8641786,0.103285715,0.60010713
2023-09-20,0.028694445,0.86325,0.10808333,0.5478611
2023-09-21,0.048766665,0.84403336,0.10723333,0.58853334
2023-09-22,0.03460465,0.85427904,0.11111628,0.49193025
2023-09-25,0.036478262,0.88508695,0.078347825,0.48369566
2023-09-26,0.05494737,0.8185263,0.12657894,0.20173684
2023-09-27,0.031764705,0.87564707,0.092411764,0.70111763
2023-09-28,0.039902437,0.8763902,0.08365854,0.4464878
2023-09-29,0.047551725,0.8603448,0.092275865,0.45003447
2023-10-02,0.025181819,0.85163635,0.123227276,0.42922726
2023-10-03,0.039541665,0.86466664,0.09575,0.50070834
2023-10-04,0.040266667,0.8774,0.08228333,0.44986665
2023-10-05,0.034307692,0.86288464,0.10280769,0.47642308
2023-10-06,0.037208334,0.874375,0.08845834,0.43308333
2023-10-09,0.027782608,0.8837391,0.088434786,0.5241739
2023-10-10,0.034666665,0.85309523,0.11228571,0.6616667
2023-10-11,0.023086956,0.8410435,0.13595653,0.6851739
2023-10-12,0.067461535,0.7817692,0.15069231,0.46330768
2023-10-13,0.027695652,0.85913044,0.11317391,0.47873914
2023-10-16,0.03174074,0.85344446,0.11477778,0.554
2023-10-17,0.034,0.8697778,0.09622222,0.5226111
2023-10-18,0.027466666,0.8508,0.12173333,0.64933336
2023-10-19,0.029153846,0.8416923,0.12911539,0.54846156
2023-10-20,0.031826086,0.853,0.11513043,0.61391306
2023-10-23,0.03535294,0.88744116,0.077176474,0.33132353
2023-10-24,0.020424243,0.8981818,0.081424244,0.66654545
2023-10-25,0.03214815,0.878,0.08981481,0.522
2023-10-26,0.044,0.8372857,0.11878572,0.35
2023-10-27,0.040625,0.8570312,0.10246875,0.37565625
2023-10-30,0.035591837,0.87687755,0.08761224,0.5724898
2023-10-31,0.03419512,0.8783659,0.087512195,0.5322195
2023-11-01,0.037216216,0.84086484,0.12197297,0.558027
2023-11-02,0.035960786,0.8847451,0.07921568,0.4582353
2023-11-03,0.05469231,0.84196925,0.10336923,0.4190923
2023-11-06,0.046103448,0.8381035,0.11565517,0.49386206
2023-11-07,0.035458334,0.8672917,0.097333334,0.45195833
2023-11-08,0.0447,0.83596665,0.119333334,0.41386667
2023-11-09,0.037257142,0.8645143,0.09825714,0.48117143
2023-11-10,0.023392858,0.8832857,0.09325,0.5565714
2023-11-13,0.028576924,0.8573846,0.11411539,0.57234615
2023-11-14,0.028738094,0.8755714,0.095785715,0.6526667
2023-11-15,0.020689655,0.867,0.11231034,0.75765514
2023-11-16,0.026115384,0.8625769,0.111346155,0.7326154
2023-11-17,0.031033333,0.85293335,0.1161,0.57213336
2023-11-20,0.021473683,0.9230526,0.055421054,0.13073684
2023-11-21,0.051,0.8515161,0.09758064,0.436
2023-11-22,0.0328125,0.8585,0.10875,0.5859375
2023-11-24,0.021384615,0.8212692,0.15742308,0.6563846
2023-11-27,0.029931035,0.83486205,0.13534483,0.7044483
2023-11-28,0.02396,0.84104,0.13492,0.69144
2023-11-29,0.043,0.8216,0.13543333,0.4298
2023-11-30,0.034538463,0.84546155,0.11992308,0.7993846
2023-12-01,0.029863637,0.89045453,0.07968182,0.42827272
2023-12-04,0.034809522,0.8174762,0.14761905,0.5767619
2023-12-05,0.054916665,0.8071667,0.138,0.5085833
2023-12-06,0.038609754,0.874439,0.087,0.49909756
2023-12-07,0.0332,0.8538,0.113,0.54877144
2023-12-08,0.02848889,0.8935111,0.07795556,0.44375557
2023-12-11,0.0647,0.85433334,0.081,0.39993334
2023-12-12,0.06234375,0.8289375,0.108875,0.48796874
2023-12-13,0.03109375,0.8693125,0.0996875,0.376
2023-12-14,0.032617647,0.86235297,0.105,0.7377647
2023-12-15,0.049478263,0.8294348,0.12113044,0.59695655
2023-12-18,0.05737931,0.85948277,0.08313793,0.18093103
2023-12-19,0.051297296,0.8499189,0.09878378,0.5194595
2023-12-20,0.06288889,0.8633889,0.07394444,0.33238888
2023-12-21,0.0315,0.8718611,0.09663889,0.42116666
2023-12-22,0.043473683,0.8307368,0.12573685,0.532
2023-12-26,0.06621875,0.8355625,0.09815625,0.19690625
2023-12-27,0.057738096,0.8732381,0.06897619,0.11059524
2023-12-28,0.044166666,0.8606389,0.095305555,0.41369444
2023-12-29,0.028291667,0.8350833,0.13658333,0.70475
2024-01-02,0.052886363,0.85829544,0.08879545,0.28654546
2024-01-03,0.058871794,0.84,0.10117949,0.52223074
2024-01-04,0.04982857,0.86274284,0.08745714,0.32385713
2024-01-05,0.044666667,0.83860606,0.11678788,0.5073636
2024-01-08,0.0394375,0.85003126,0.1104375,0.56615627
2024-01-09,0.04275,0.845375,0.1119375,0.624125
2024-01-10,0.047555555,0.83562964,0.11666667,0.67311114
2024-01-11,0.035,0.85355175,0.11144827,0.61186206
2024-01-12,0.052166667,0.8596,0.0882,0.5089
2024-01-16,0.04919565,0.83626086,0.1145,0.41947827
2024-01-17,0.04351064,0.84619147,0.11031915,0.4493617
2024-01-18,0.036954544,0.85175,0.11134091,0.55631816
2024-01-19,0.046285715,0.8432143,0.11035714,0.59635717
2024-01-22,0.047,0.82533336,0.12742858,0.5872381
2024-01-23,0.039444443,0.851,0.10944445,0.46116668
2024-01-24,0.0207,0.8691,0.1102,0.7749
2024-01-25,0.040102564,0.850641,0.10925641,0.57017946
2024-01-26,0.025125,0.8774375,0.09740625,0.66328126
2024-01-29,0.026607143,0.87439287,0.099,0.7450714
2024-01-30,0.027555555,0.84914815,0.12318519,0.65451854
2024-01-31,0.02675,0.85075,0.1225,0.6869375
2024-02-01,0.030525424,0.8553051,0.11428814,0.6988644
2024-02-02,0.030596774,0.8564677,0.11304839,0.63132256
2024-02-05,0.034885716,0.85917145,0.106142856,0.6754
2024-02-06,0.026533334,0.85293335,0.120733336,0.7394
2024-02-07,0.040793102,0.8262069,0.13293104,0.5215517
2024-02-08,0.03316,0.80452,0.16236,0.77968
2024-02-09,0.035833333,0.8603889,0.10377778,0.60744447
2024-02-12,0.024933333,0.84213334,0.133,0.81733334
2024-02-13,0.042263158,0.8497895,0.108157896,0.5988947
2024-02-14,0.02211111,0.86216664,0.11561111,0.58655554
2024-02-15,0.031142857,0.8593571,0.10953572,0.66085714
2024-02-16,0.015761904,0.8708571,0.11347619,0.7759048
2024-02-20,0.038105264,0.85710526,0.10478947,0.62989473
2024-02-21,0.03351724,0.86768967,0.09875862,0.58534485
2024-02-22,0.028933333,0.858,0.11313333,0.6796
2024-02-23,0.020916667,0.79475,0.18433334,0.92625
2024-02-26,0.0294,0.84588,0.12476,0.74752
2024-02-27,0.037095238,0.86609524,0.096761905,0.61071426
2024-02-28,0.019583333,0.847125,0.13333334,0.7661667
2024-02-29,0.040666666,0.8588333,0.10061111,0.6933889
2024-03-01,0.027842104,0.8715263,0.10063158,0.7423684
2024-03-04,0.048037037,0.8722963,0.079555556,0.3472222
2024-03-05,0.039964285,0.86725,0.092785716,0.6709286
2024-03-06,0.0444,0.86106664,0.0946,0.2946
2024-03-07,0.044473685,0.83026314,0.12536842,0.52705264
2024-03-08,0.049941175,0.8747059,0.07541177,0.48041177
2024-03-11,0.030444445,0.8752222,0.094333336,0.53444445
2024-03-12,0.034615386,0.8433846,0.12207692,0.369
2024-03-13,0.027166666,0.8430833,0.12966667,0.58975
2024-03-14,0.03125,0.86875,0.09995,0.5987
2024-03-15,0.043058824,0.88317645,0.07370588,0.32158825
2024-03-18,0.024,0.87527776,0.100777775,0.78555554
2024-03-19,0.025833333,0.8368889,0.13722222,0.6781667
2024-03-20,0.0296875,0.869125,0.1010625,0.4866875
2024-03-21,0.036,0.8402857,0.12371428,0.42828572
2024-03-22,0.056333333,0.84163636,0.1020303,0.5912727
2024-03-25,0.039,0.8660833,0.095,0.6112083
2024-03-26,0.025421053,0.84226316,0.13236842,0.84052634
2024-03-27,0.07064286,0.82357144,0.105714284,0.40942857
2024-03-28,0.042625,0.8480833,0.10933334,0.672
2024-04-01,0.04825,0.7945,0.15733333,0.6239167
2024-04-02,0.04590909,0.8257273,0.12836364,0.70427275
2024-04-03,0.044928573,0.849,0.106,0.4
2024-04-04,0.07316667,0.832,0.09466667,0.001
2024-04-05,0.049444444,0.8477778,0.10283333,0.5119445
2024-04-08,0.028153846,0.83976924,0.13184616,0.596
2024-04-09,0.028285714,0.8127143,0.15914285,0.5738571
2024-04-10,0.0275,0.85071427,0.122,0.73478574
2024-04-11,0.0626875,0.8656875,0.0714375,0.236
2024-04-12,0.022833332,0.85891664,0.11833333,0.53458333
2024-04-15,0.048545454,0.8619091,0.08945455,0.56554544
2024-04-16,0.035214286,0.8494286,0.11528572,0.628
2024-04-17,0.02435,0.891,0.0846,0.6039
2024-04-18,0.04132,0.82848,0.13032,0.6206
2024-04-19,0.039586205,0.85662067,0.10372414,0.6534483
2024-04-22,0.039178573,0.8665,0.09425,0.6317857
2024-04-23,0.060285714,0.8484762,0.09133333,0.34704763
2024-04-24,0.025416667,0.88516665,0.08933333,0.7263333
2024-04-25,0.061473683,0.868,0.070473686,-0.012894737
2024-04-26,0.0366875,0.885,0.0780625,0.513125
2024-04-29,0.03431579,0.8097895,0.15584211,0.8110526
2024-04-30,0.06695652,0.8548261,0.07813043,0.61608696
2024-05-01,0.029,0.8868125,0.0843125,0.6653125
2024-05-02,0.026296297,0.88207406,0.09162963,0.6872963
2024-05-03,0.037892856,0.8427143,0.119464286,0.52003574
2024-05-06,0.04475,0.83453125,0.120625,0.7183125
